"SUBJECT","Subject","LOCATION","Country","MEASURE","Measure","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,1.98,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,1.97,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,1.97,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,2.17,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,2.05,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,1.8,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-06","Jun-2012","PC","Percentage","0","Units",,,1.62,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-07","Jul-2012","PC","Percentage","0","Units",,,1.53,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,1.68,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,1.72,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,1.75,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,1.65,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,1.72,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,1.91,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,1.98,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,1.96,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,1.76,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,1.93,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,2.3,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,2.58,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,2.74,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,2.81,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,2.62,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,2.72,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,2.9,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,2.86,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,2.71,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,2.72,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,2.71,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,2.56,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,2.6,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,2.54,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,2.42,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,2.53,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,2.3,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,2.33,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,2.21,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,1.88,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,1.98,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,2.04,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,1.94,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,2.2,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,2.36,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,2.32,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,2.17,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,2.17,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,2.07,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,2.26,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,2.24,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,2.09,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,1.78,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,1.89,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,1.81,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,1.81,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,1.64,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,1.5,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,1.56,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,1.63,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,1.76,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,2.14,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,2.49,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,2.43,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,2.42,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,2.48,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,2.3,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,2.3,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,2.19,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,2.32,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,2.21,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,2.2,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,2.36,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,2.35,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,2.4,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,2.58,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,2.86,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,2.84,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-04","Apr-2018","PC","Percentage","0","Units",,,2.87,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-05","May-2018","PC","Percentage","0","Units",,,2.98,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-06","Jun-2018","PC","Percentage","0","Units",,,2.91,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-07","Jul-2018","PC","Percentage","0","Units",,,2.89,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-08","Aug-2018","PC","Percentage","0","Units",,,2.89,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-09","Sep-2018","PC","Percentage","0","Units",,,3,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-10","Oct-2018","PC","Percentage","0","Units",,,3.15,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-11","Nov-2018","PC","Percentage","0","Units",,,3.12,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2018-12","Dec-2018","PC","Percentage","0","Units",,,2.83,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-01","Jan-2019","PC","Percentage","0","Units",,,2.71,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-02","Feb-2019","PC","Percentage","0","Units",,,2.68,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-03","Mar-2019","PC","Percentage","0","Units",,,2.57,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-04","Apr-2019","PC","Percentage","0","Units",,,2.53,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-05","May-2019","PC","Percentage","0","Units",,,2.4,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-06","Jun-2019","PC","Percentage","0","Units",,,2.07,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-07","Jul-2019","PC","Percentage","0","Units",,,2.06,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-08","Aug-2019","PC","Percentage","0","Units",,,1.63,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-09","Sep-2019","PC","Percentage","0","Units",,,1.7,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-10","Oct-2019","PC","Percentage","0","Units",,,1.71,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-11","Nov-2019","PC","Percentage","0","Units",,,1.81,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2019-12","Dec-2019","PC","Percentage","0","Units",,,1.86,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-01","Jan-2020","PC","Percentage","0","Units",,,1.76,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-02","Feb-2020","PC","Percentage","0","Units",,,1.5,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-03","Mar-2020","PC","Percentage","0","Units",,,0.87,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-04","Apr-2020","PC","Percentage","0","Units",,,0.66,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-05","May-2020","PC","Percentage","0","Units",,,0.67,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-06","Jun-2020","PC","Percentage","0","Units",,,0.73,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-07","Jul-2020","PC","Percentage","0","Units",,,0.62,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-08","Aug-2020","PC","Percentage","0","Units",,,0.65,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-09","Sep-2020","PC","Percentage","0","Units",,,0.68,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-10","Oct-2020","PC","Percentage","0","Units",,,0.79,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-11","Nov-2020","PC","Percentage","0","Units",,,0.87,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2020-12","Dec-2020","PC","Percentage","0","Units",,,0.93,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-01","Jan-2021","PC","Percentage","0","Units",,,1.08,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-02","Feb-2021","PC","Percentage","0","Units",,,1.26,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-03","Mar-2021","PC","Percentage","0","Units",,,1.61,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-04","Apr-2021","PC","Percentage","0","Units",,,1.64,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-05","May-2021","PC","Percentage","0","Units",,,1.62,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-06","Jun-2021","PC","Percentage","0","Units",,,1.52,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-07","Jul-2021","PC","Percentage","0","Units",,,1.32,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-08","Aug-2021","PC","Percentage","0","Units",,,1.28,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-09","Sep-2021","PC","Percentage","0","Units",,,1.37,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-10","Oct-2021","PC","Percentage","0","Units",,,1.58,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-11","Nov-2021","PC","Percentage","0","Units",,,1.56,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2021-12","Dec-2021","PC","Percentage","0","Units",,,1.47,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-01","Jan-2022","PC","Percentage","0","Units",,,1.76,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-02","Feb-2022","PC","Percentage","0","Units",,,1.93,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-03","Mar-2022","PC","Percentage","0","Units",,,2.13,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-04","Apr-2022","PC","Percentage","0","Units",,,2.75,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-05","May-2022","PC","Percentage","0","Units",,,2.9,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-06","Jun-2022","PC","Percentage","0","Units",,,3.14,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-07","Jul-2022","PC","Percentage","0","Units",,,2.9,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-08","Aug-2022","PC","Percentage","0","Units",,,2.9,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-09","Sep-2022","PC","Percentage","0","Units",,,3.52,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-10","Oct-2022","PC","Percentage","0","Units",,,3.98,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-11","Nov-2022","PC","Percentage","0","Units",,,3.89,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2022-12","Dec-2022","PC","Percentage","0","Units",,,3.62,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-01","Jan-2023","PC","Percentage","0","Units",,,3.53,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-02","Feb-2023","PC","Percentage","0","Units",,,3.75,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-03","Mar-2023","PC","Percentage","0","Units",,,3.66,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-04","Apr-2023","PC","Percentage","0","Units",,,3.46,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-05","May-2023","PC","Percentage","0","Units",,,3.57,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-06","Jun-2023","PC","Percentage","0","Units",,,3.75,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-07","Jul-2023","PC","Percentage","0","Units",,,3.9,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-08","Aug-2023","PC","Percentage","0","Units",,,4.17,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-09","Sep-2023","PC","Percentage","0","Units",,,4.38,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-10","Oct-2023","PC","Percentage","0","Units",,,4.8,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-11","Nov-2023","PC","Percentage","0","Units",,,4.5,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2023-12","Dec-2023","PC","Percentage","0","Units",,,4.02,,
"IRLTLT01","Long-term interest rate","USA","United States","ST","Level, ratio or index","M","Monthly","2024-01","Jan-2024","PC","Percentage","0","Units",,,4.06,,
